country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Dominica,0.00085949203,0.00112453003,0.00111408604,0.00117780027,0.00119104,0.001306258,0.00114220091,0.00153573791,0.00162778634,0.00162622593,0.00162574593,0.00162628993,0.00162807434,0.00162425793,0.00210582107,0.00163806374,0.00164528653,0.00164760021,0.00171865921,0.00177062244,0.00228553314,0.00165449267,0.0015169022,0.00177188506,0.002475876,0.0023434447,0.00233256291,0.00256966901,0.00280612522,0.00285024315,0.00308338594,0.00303722587,0.00292183935,0.00282022562,0.00304420206,0.00258627192,0.00279212904
Dominican Republic,0.0877106501,0.0862300013,0.0916872778,0.108078776,0.09367116,0.10126598,0.109377628,0.120265006,0.132413145,0.128675827,0.139129729,0.13413193,0.144021592,0.135026793,0.146654559,0.158174383,0.171954701,0.18178769,0.187010917,0.213222919,0.294430994,0.285523738,0.301947723,0.276943351,0.25816054,0.283506049,0.283323867,0.289768769,0.289517738,0.284995638,0.299976722,0.29459063,0.328750826,0.315167912,0.303070089,0.332722099,0.35597442
Ecuador,0.185965023,0.192418821,0.210504064,0.196810271,0.20842172,0.220691167,0.23704573,0.233835524,0.241565408,0.236785364,0.253261074,0.26642699,0.295640396,0.287074768,0.312066944,0.306103728,0.332164392,0.342094587,0.350482527,0.33616526,0.369256736,0.392540947,0.399814354,0.41371275,0.45042652,0.478083775,0.505255065,0.534466502,0.55850893,0.575398706,0.591271051,0.617361389,0.647103922,0.68125264,0.711173483,0.70406344,0.688940218
Egypt,0.706316583,0.819696948,0.916198145,1.049484737,1.149291437,1.212749621,1.240338085,1.29044741,1.303849927,1.344066669,1.421326683,1.423199227,1.426735854,1.513500124,1.592581541,1.630105117,1.769429405,1.828479343,1.894501805,1.936594908,1.994414767,2.225114358,2.224214728,2.421016891,2.6178935,2.733829708,2.900188017,3.077890097,3.192683381,3.344304033,3.47941815,3.603077143,3.764943626,3.725729238,3.711912268,3.73840231,3.81530152
El Salvador,0.0450286891,0.041108077,0.0413745557,0.0425485869,0.04487328,0.044662965,0.048043865,0.046417281,0.051355802,0.051963865,0.053845477,0.052659716,0.0603934076,0.0620585833,0.0682671163,0.0849418705,0.0863526805,0.086137436,0.0983974299,0.104100403,0.0998515642,0.104015998,0.106301997,0.114053081,0.113260752,0.117895559,0.124140471,0.129539791,0.127375687,0.122726526,0.126571165,0.127222042,0.127676272,0.124387903,0.126887304,0.133939294,0.138848548
Equatorial Guinea,0.00167277601,0.00166890601,0.00102090801,0.00102104004,0.00102088,0.001020894,0.001093946,0.00117505778,0.00118055747,0.00171494739,0.00171494739,0.00171494739,0.00171953974,0.00171494739,0.00171494739,0.00171484154,0.00171953974,0.00192755989,0.00336470298,0.0033648242,0.00551272831,0.00595456325,0.0535123197,0.0557624951,0.0123316252,0.0574102315,0.057847819,0.0659100739,0.0660274472,0.0686667996,0.0701974519,0.0711538763,0.069492978,0.0661833447,0.0625238498,0.0557505278,0.0544861741
Eritrea,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.013503745,0.015362306,0.015516753,0.0156767007,0.0166481433,0.017570875,0.00885877282,0.00970543727,0.00884862737,0.0106078202,0.0115532619,0.0115606163,0.00793832337,0.00832451736,0.00579993699,0.00705247654,0.00702867898,0.0072869879,0.00757432309,0.00772428006,0.00817508082,0.00886279752,0.006564942
Estonia,--,--,--,--,--,--,--,--,--,--,--,--,0.126981236,0.0992091987,0.0923442261,0.0815920658,0.0895812408,0.0974987696,0.114535813,0.0895539515,0.0860163163,0.0968248399,0.0799349516,0.0816045131,0.0888021118,0.0902493003,0.0951184698,0.0988398502,0.096204556,0.084741201,0.0818124731,0.0784777978,0.0964274168,0.0901605573,0.0856925135,0.0898456495,0.0881042382
Ethiopia,0.0299135256,0.0302474073,0.0340005987,0.0385539713,0.03813052,0.045803909,0.044681916,0.050064599,0.0495706508,0.052144254,0.053297863,0.046119903,0.0615270984,0.058964159,0.044462569,0.047135095,0.0400680776,0.040307114,0.0520244876,0.062156247,0.0651636801,0.071135258,0.0730807726,0.0795707534,0.0844491362,0.0976029803,0.106677767,0.118741986,0.124631208,0.12975093,0.143076524,0.161581159,0.178654723,0.20836257,0.237303618,0.251294497,0.268217954
Falkland Islands (Islas Malvinas),0.000344,0.000346,0.000346,0.000346,0.000348,0.00043,0.000341260677,0.000341260677,0.000593859837,0.00085045,0.000425225,0.000425225,0.00042639,0.000425225,0.000425225,0.00085045,0.000514047293,0.000938074747,0.000512849747,0.0005128832,0.00078767758,0.00087461298,0.00096223918,0.00104964483,0.00113727578,0.00113727153,0.00131231468,0.00131230418,0.00132904698,0.00132885898,0.00124491252,0.00121973984,0.00125427838,0.00125445338,0.00125423638,0.00128022828,0.00129981254
Faroe Islands,0.00650901216,0.000512197128,0.000512246227,0.000515480892,0.00051156,0.000511903,0.0077155564,0.008256458,0.00794665907,0.0094671326,0.0101117716,0.00957628408,0.00963435397,0.00930325261,0.00975150109,0.0100650603,0.0101124563,0.0101091954,0.0101230742,0.0100534078,0.0111425037,0.012348483,0.0116447252,0.011647583,0.0121657516,0.0116072922,0.0113253711,0.0122757545,0.011561771,0.0109580062,0.0110106112,0.0107989436,0.0102330232,0.011112802,0.0112690228,0.0115305648,0.0114782865
Fiji,0.015,0.015,0.015,0.0125154809,0.0139754,0.014040077,0.016946851,0.014938705,0.015063246,0.016982467,0.018171958,0.0155268342,0.0164717524,0.017121186,0.017915589,0.019478882,0.0194204368,0.0193328963,0.0193737073,0.0204279217,0.0253427786,0.0261892866,0.0224068298,0.024267258,0.0330664387,0.0276565514,0.0310217597,0.0295586604,0.0200084733,0.0198439955,0.0187093362,0.0343656129,0.021316686,0.0259495058,0.030377467,0.037495548,0.0377913723
Finland,0.976003338,0.939089747,0.916705318,0.911712788,0.955526422,0.96891048,0.996652455,1.075678282,1.072020101,1.081966241,1.132533806,1.145155366,1.150811383,1.14081553,1.195302959,1.140125482,1.156995564,1.177728758,1.232370046,1.222475146,1.23650493,1.25295144,1.262611107,1.318684977,1.345418063,1.265333419,1.336551687,1.341859327,1.310871276,1.212696726,1.298948421,1.238269014,1.229672384,1.218953856,1.184303232,1.201626503,1.230947085
Former Czechoslovakia,3.120795583,3.099581663,3.123862918,3.1466806,3.170250397,3.200740101,3.242998117,3.330526305,3.258133501,3.242669634,3.238691876,2.926922773,2.639002443,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,0.853817425,0.720314738,0.711846873,0.788937168,0.922410533,0.978256448,0.99450283,0.798340916,0.806281717,0.839047135,0.923720774,0.933125232,0.957577538,0.904275897,--,--,--,--,--,--,--,--,--,--,--
Former U.S.S.R.,51.67952568,52.05551563,54.18088871,55.22631198,58.21445602,60.60802355,62.48734442,63.89949246,65.99792021,64.96438251,66.11761986,62.12499904,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Former Yugoslavia,2.044588308,2.213117675,2.292120449,2.346671961,2.712292034,2.830791431,2.81782483,2.876431953,2.891611619,2.903076803,2.791077562,2.574279114,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
France,8.635491483,8.268095141,8.01465231,8.100062016,8.293212998,8.478171065,8.623435279,8.742445934,8.860162982,9.027819539,9.225717677,9.839512252,9.931866553,9.871726188,9.867866974,10.14716483,10.49121611,10.42528324,10.66640031,10.7999608,10.92138183,11.1800275,11.06210997,11.14434967,11.32851116,11.44417584,11.46585284,11.26329389,11.3437444,10.73522553,10.99890895,10.70337515,10.59991394,10.71284643,10.26708959,10.31095431,10.1504119
French Guiana,0.005,0.004,0.006,0.006,0.005,0.005,0.00563148436,0.00614312463,0.00697681421,0.00804698359,0.00958235449,0.0105254948,0.00868242636,0.011578312,0.011578312,0.0135013875,0.0136160027,0.0135013875,0.0135013875,0.01350139,0.00767928923,0.0136636342,0.0135773868,0.0157075517,0.0155160851,0.0153260443,0.0142432071,0.0155227066,0.0159117969,0.0182281613,0.0181591085,0.0185976876,0.0154620166,0.0156493111,0.0160650712,0.0158413848,0.0148232155
French Polynesia,0.003,0.005,0.006,0.00816832029,0.01225056,0.011334304,0.013672044,0.0139640378,0.013820897,0.0141233291,0.0135347884,0.0137131224,0.0131858934,0.0131583439,0.0101173097,0.0112133527,0.0109694329,0.0112826817,0.0114640997,0.0108140482,0.0121390586,0.0136030992,0.0140268292,0.0151258594,0.0157190411,0.0159771675,0.015433919,0.0170886203,0.01680071,0.0166272601,0.0173142282,0.016708846,0.0158923283,0.0163110381,0.0153372489,0.0166178534,0.0161039052
Gabon,0.0279047168,0.0326622251,0.0302268302,0.0407895298,0.03640396,0.03208302,0.028604016,0.033633423,0.0343790884,0.044396603,0.04299246,0.044320615,0.0457354938,0.042989626,0.043889875,0.040850984,0.0426043238,0.045588941,0.044444928,0.050959764,0.0391439178,0.0424670856,0.0421708308,0.0411422979,0.0418782031,0.0446119614,0.0456709432,0.0455414961,0.0465322918,0.0461197421,0.0545042005,0.0550380305,0.0685847458,0.0710438966,0.0721209423,0.0714809178,0.0682778056
"Gambia, The",0.002,0.002,0.002,0.002,0.002,0.002,0.00239409316,0.00267489333,0.00268210675,0.00267489333,0.00268759533,0.00267489333,0.00268210675,0.00288750583,0.00365614922,0.00315848066,0.00317512311,0.00315848066,0.00357239066,0.00357242084,0.00463685676,0.00470408117,0.00468418494,0.00468418494,0.00494314093,0.00498501235,0.00584534272,0.00561032557,0.00582895166,0.00653718922,0.00682173511,0.0073751468,0.00701855889,0.00696117976,0.00769928152,0.00788310507,0.00829480626
Georgia,--,--,--,--,--,--,--,--,--,--,--,--,0.323146544,0.197564341,0.152494277,0.150941586,0.159143763,0.164158919,0.165774948,0.161351368,0.137001665,0.127339122,0.149456141,0.133172582,0.137675437,0.189643047,0.178844703,0.200034234,0.198494326,0.190098649,0.215239594,0.203126825,0.205868374,0.228701245,0.239056895,0.249157848,0.263159289
Germany,--,--,--,--,--,--,--,--,--,--,--,13.9028316,13.66633149,13.59926591,13.52801652,13.81138607,14.00223106,13.87155715,13.89587837,13.72055101,13.85058766,14.29249844,14.08451406,14.05359822,14.19933303,14.01723031,14.36157744,13.77201218,14.1289709,13.30956759,14.09390521,13.55607078,13.73377826,14.06760523,13.65049969,13.81692762,13.86450971
"Germany, East",5.707920155,5.737352383,5.830748873,5.859406981,6.287759848,6.470716969,6.505324108,6.458907865,6.394912217,6.215341066,5.356293258,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Germany, West",11.93275023,11.45083212,11.26230964,11.09482202,10.98805246,11.47465746,11.73851635,11.76196143,11.79881609,11.53514678,11.71213542,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ghana,0.0863058254,0.083219023,0.0828755849,0.0550583464,0.05092856,0.058377972,0.077160901,0.084838229,0.093671664,0.102584626,0.100061717,0.104446406,0.11273167,0.111545001,0.114245545,0.116805615,0.123645636,0.121610787,0.094454442,0.115395305,0.142326184,0.142314758,0.131044058,0.120097185,0.141530392,0.145129115,0.14088305,0.133605108,0.157534341,0.180885654,0.187103848,0.234990372,0.240714097,0.255974403,0.25769394,0.272954693,0.254772872
Gibraltar,0.007,0.008,0.007,0.006,0.005,0.012,0.0185031691,0.0189400325,0.0248456538,0.021242637,0.022044715,0.02250079,0.0403888995,0.0427461038,0.0425941944,0.0425941944,0.0427103928,0.0425941944,0.048913942,0.0428059029,0.119759543,0.131712236,0.145925529,0.16733301,0.159577517,0.178630768,0.17451764,0.188691569,0.183519221,0.194673084,0.187859922,0.186975954,0.188620106,0.173709309,0.164459721,0.168148908,0.170679388
Greece,0.724459235,0.713200794,0.693267298,0.704125424,0.718418886,0.756339505,0.779880046,0.835565785,0.884061138,0.924597611,0.960977915,0.97699258,1.011138182,1.018324271,1.049554407,1.083959659,1.131452535,1.138568259,1.209330498,1.214600628,1.283936566,1.305683912,1.321658472,1.397496401,1.396653009,1.40402593,1.449262301,1.46890859,1.445422915,1.374630112,1.319319159,1.282613101,1.184468557,1.130838719,1.124971903,1.133893199,1.119107092
Greenland,0.008,0.007,0.007,0.005,0.008,0.007,0.0047618821,0.0035889452,0.00770889907,0.0067967865,0.0077636982,0.0076681145,0.00681528454,0.006968799,0.00701855208,0.00701855208,0.00785652267,0.00762057804,0.00762068389,0.008990048,0.0105660495,0.00932447552,0.00950043952,0.0102944346,0.00947587335,0.0113319403,0.0104894063,0.0121967618,0.0105345467,0.0119923217,0.0149609303,0.015224303,0.0123430111,0.0121490197,0.0113736849,0.012596731,0.0125101557
Grenada,0.001338,0.001532,0.001702,0.001658,0.001706,0.001756,0.00189195033,0.00132927619,0.00141859288,0.00141298885,0.00179362076,0.00179362076,0.001849169,0.00225154422,0.00287585,0.00244074615,0.00275530624,0.00329292476,0.00272850639,0.00272853172,0.00294420326,0.003128625,0.00329745663,0.00366161756,0.00346898815,0.00380239918,0.00351910788,0.00373497924,0.00397155879,0.00385607148,0.00400268862,0.00399432646,0.00412719601,0.00457150018,0.00386474902,0.00408201191,0.00410201994
Guadeloupe,0.007,0.01,0.013,0.013,0.015,0.013,0.0139008969,0.0161463217,0.0173219697,0.018848173,0.020928238,0.02155453,0.020334922,0.0229832423,0.0236153905,0.0248341304,0.0245559728,0.024683701,0.024734126,0.024735286,0.0294626655,0.0303678967,0.0308478826,0.0324539304,0.0319021523,0.0314994652,0.0325445877,0.0341686171,0.0318006272,0.0310551827,0.0331435383,0.0363942292,0.0277167336,0.0274178282,0.0270148899,0.0284692582,0.0286353196
Guam,0.053,0.074,0.058,0.055,0.019,0.009,0.0157231569,0.0108108656,0.0113729768,0.010781859,0.026174068,0.02952264,0.035365615,0.0466661026,0.0679492636,0.050939071,0.0447426253,0.0509696957,0.042263462,0.0468339895,0.0477099216,0.0661137648,0.0459153982,0.0388724066,0.0453786003,0.0529166675,0.0558066383,0.0406295022,0.0257718499,0.0406576754,0.0359476671,0.0317648503,0.034026928,0.0286647327,0.027735401,0.029704511,0.0279650321
Guatemala,0.0668899979,0.056118483,0.0576451625,0.0629946156,0.05385908,0.060615863,0.064519149,0.065508191,0.0716509704,0.075406627,0.079897575,0.077901023,0.0859269628,0.09151856,0.102403098,0.109437868,0.113266106,0.122337558,0.141999234,0.151968246,0.162773059,0.16761013,0.170780405,0.188024778,0.177627302,0.183294261,0.193944495,0.208172096,0.193647998,0.203783745,0.20560432,0.20997692,0.214417815,0.223518289,0.236529548,0.271903797,0.293326094
Guinea,0.0135374245,0.0135470444,0.0135471927,0.0136095628,0.0136182,0.012681967,0.0159068421,0.0170000883,0.0174389772,0.0162957569,0.021827782,0.0175948743,0.0176461296,0.018255529,0.01866089,0.018369501,0.0185077156,0.019694083,0.020337257,0.021205144,0.0269530792,0.0295307378,0.0306159527,0.0298756874,0.0321775178,0.0324650084,0.0329150232,0.035200937,0.034983808,0.0365791927,0.0425639639,0.0428260701,0.0416862084,0.0374936663,0.0385625024,0.0416861631,0.0432406624
Guinea-Bissau,0.001,0.001,0.001,0.001,0.002,0.002,0.0015727762,0.00271431027,0.00324207942,0.00331366568,0.00386003976,0.00386003976,0.00420116674,0.00498589952,0.00498589952,0.00498589952,0.00462572674,0.00498589952,0.00498589952,0.004985902,0.00380254095,0.0039275891,0.00353860537,0.00422798326,0.00451325043,0.00462290727,0.00481947312,0.0046853151,0.00456310273,0.00472761674,0.00485153233,0.00492265949,0.00503912264,0.00527644768,0.00582017849,0.00557791315,0.00575419015
Guyana,0.02105194,0.024052265,0.02005227,0.0170526001,0.0200522,0.020052235,0.0192014489,0.0150231509,0.0146860707,0.00961441901,0.00955413302,0.0109127831,0.0122341543,0.0159782986,0.0159548436,0.013250442,0.014632946,0.015476085,0.01970572,0.023667658,0.0234633259,0.0226292853,0.0228114513,0.0235733968,0.0229581033,0.0207763938,0.0185486236,0.023081702,0.0219024891,0.0225727287,0.0246615748,0.0255198137,0.028564786,0.027818582,0.0278055091,0.0287017839,0.029828533
Haiti,0.0153788528,0.0104460026,0.0136971332,0.0108193649,0.01090232,0.013207229,0.014028609,0.021289817,0.0222625252,0.020717095,0.013487858,0.012872493,0.0147638644,0.011422436,0.009479688,0.015523149,0.0183543184,0.0217334951,0.021902642,0.022834659,0.0238442221,0.0260006607,0.0282260226,0.026035311,0.0299836493,0.0315461552,0.0319996597,0.0352310262,0.0354925242,0.0337875879,0.0312342248,0.0329527079,0.0355117553,0.0379978634,0.0403371062,0.0427490649,0.0477269
Hawaiian Trade Zone,0.095,0.109,0.1,0.095,0.115,0.11,0.064647121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Honduras,0.0330058905,0.0305682672,0.0318304399,0.0327284871,0.0340306,0.032047102,0.037803252,0.036629078,0.0451156996,0.05218148,0.059460818,0.0588991284,0.061131755,0.0610681247,0.0605237274,0.0659880641,0.0731860479,0.0749985337,0.0808921392,0.0887993793,0.0874326101,0.0940789015,0.0945962099,0.10562251,0.11174759,0.113674033,0.105996264,0.132189421,0.131695628,0.12487271,0.131969057,0.132409307,0.14246069,0.142051918,0.151242663,0.165734943,0.167249575
Hong Kong,0.273077222,0.282467219,0.298152538,0.334273543,0.355110886,0.367873427,0.403232413,0.448526557,0.484302571,0.49914227,0.537318792,0.567734088,0.630397636,0.671291762,0.653886674,0.679117814,0.687179183,0.68055811,0.716584902,0.908867438,0.85948764,0.869100331,0.904041779,0.936819233,1.043862622,1.024245085,1.083289023,1.156138287,1.086994841,1.254660138,1.339750339,1.258946456,1.187760524,1.20968317,1.169649953,1.275930622,1.325685795
Hungary,1.143037943,1.130357593,1.124142639,1.143337049,1.111571678,1.177454771,1.178995694,1.203218122,1.183013732,1.186701584,1.12442777,1.092179893,0.99679294,1.020459681,1.015075038,1.0234678,1.055334707,1.02910297,1.027885061,1.023756167,0.995169156,1.030776162,1.029077045,1.052577492,1.063201041,1.14108681,1.12502403,1.095947902,1.089891407,1.014669407,1.033490211,1.005058857,0.940334708,0.915494088,0.937738295,0.983475473,1.002535841
Iceland,0.0572968852,0.0572467204,0.0584058542,0.063166756,0.0651985633,0.0650903586,0.0681754127,0.069797969,0.0737555654,0.0767032455,0.0771229198,0.0756002178,0.0775863164,0.080411054,0.0813593322,0.0829962098,0.088110993,0.0915580012,0.099651963,0.10853154,0.116511557,0.118467629,0.121804043,0.122763343,0.125197532,0.126081045,0.139382602,0.160000452,0.199425057,0.197564278,0.197893769,0.197099446,0.198056889,0.207408011,0.204801964,0.213141347,0.211990528
India,3.761814658,4.222166775,4.367659474,4.625930658,4.973994389,5.2350025,5.645022216,5.95189995,6.585981467,6.946856063,7.445822651,7.840958931,8.260499539,8.6086561,9.249598449,9.857129768,10.30630679,10.82453417,10.9840961,11.71211848,12.54446283,12.78551862,13.39118242,13.88798576,15.10098378,15.95487931,17.22857082,18.65954021,19.16015839,20.19400214,21.66464225,23.01042049,25.29905203,25.86771361,27.54266903,28.49007637,29.03814023
Indonesia,1.155726607,1.257903228,1.294673507,1.371350152,1.433961304,1.55049233,1.671483653,1.753482888,1.897053443,2.12018781,2.332311227,2.60063401,2.684798932,2.845803526,3.01566395,3.18817062,3.45232274,3.643325297,3.496868686,3.890772829,4.240238296,4.101909891,4.207586799,4.338849545,4.53415383,4.748737572,4.911051225,5.266234113,5.613469202,5.872229362,6.405619165,6.295434318,6.516275418,6.68392574,6.813356038,6.945031649,7.248372206
Iran,1.602570557,1.506441433,1.727842638,2.113213532,2.227607048,2.396571018,2.421922243,2.529720266,2.701043676,2.966022355,3.010527758,3.218640036,3.349372563,3.472036515,3.669641105,3.812706129,3.909889395,4.423768914,4.583238087,4.605304682,5.142871743,5.572061473,5.908191276,6.149579101,6.419440259,7.350817828,7.790357467,8.059380318,8.321210725,9.300399818,9.214477396,9.349661564,9.778077484,10.00866931,10.62904781,10.76750708,11.2601455
Iraq,0.523923006,0.483301401,0.462570219,0.550940891,0.53818576,0.566471988,0.621609104,0.637484436,0.766998624,0.825320448,0.914860531,0.599107872,0.83692081,0.962441338,1.100342124,1.127244428,1.123017876,1.037708536,1.052265989,1.070406644,1.009298918,1.023018341,1.041343669,0.817730459,1.013005294,1.098743397,1.07696867,0.985282562,1.096634761,1.314249119,1.373826269,1.428289008,1.655045014,1.996640196,1.925987659,1.821092635,1.90188282
Ireland,0.321781978,0.310888807,0.307973057,0.2962839,0.301301987,0.306367832,0.33220428,0.327880897,0.321601433,0.337794576,0.359723172,0.374829666,0.373683587,0.390672715,0.409356878,0.418531601,0.449989039,0.476797384,0.515387116,0.55563311,0.593285613,0.615307671,0.612734522,0.607762411,0.631631033,0.660154618,0.689235313,0.680974521,0.68490642,0.617687476,0.632553705,0.582315043,0.569493223,0.569362843,0.572316166,0.600927418,0.632123701
Israel,0.356052482,0.36152114,0.377000492,0.370002304,0.337854579,0.357276985,0.38593528,0.423963715,0.44615679,0.460612689,0.474758783,0.484738872,0.508519651,0.564603044,0.600498642,0.646704683,0.66298094,0.698280647,0.707575251,0.718884027,0.783746586,0.776031016,0.822152771,0.846724475,0.856979778,0.823003178,0.851662584,0.888636906,0.87415482,0.885311262,0.951201794,0.939894063,1.011269246,0.933121626,0.981421883,1.02147752,1.03758176
Italy,6.1918222,6.057271232,5.93487494,5.850135297,6.007636483,6.030944166,6.118945752,6.334654107,6.497897127,6.681724006,6.730949376,6.884390751,6.885859493,6.826221138,6.767728944,7.07529351,7.10929223,7.186596735,7.39716265,7.51788518,7.575862533,7.634890487,7.661522237,7.913313448,8.099467146,8.152839286,8.101865477,7.988684615,7.931846401,7.385222392,7.68096897,7.517917443,7.240322474,6.924917224,6.702989448,6.770745294,6.724000904
Jamaica,0.117786737,0.0997874634,0.0869548989,0.0921460837,0.07539896,0.067295428,0.067285271,0.074421213,0.0841019401,0.096643277,0.102793383,0.10714413,0.115192092,0.117519571,0.120533591,0.134440699,0.138556638,0.144738815,0.147493641,0.1515832,0.146673341,0.149714375,0.149610466,0.155944912,0.151675189,0.15578443,0.180186502,0.18291136,0.155316357,0.123413345,0.113679115,0.119568266,0.112602586,0.122326399,0.119388759,0.122108717,0.123664784
Japan,15.65688343,15.64194108,15.13044304,14.92072305,15.88832344,15.91651774,16.03578818,16.45255843,17.45983198,18.00394343,18.95408766,19.38138677,19.53150909,19.79965971,20.48953751,21.14557196,21.55060755,21.92212582,21.497936,21.93025957,22.00889609,21.82762311,21.69817218,21.87351392,22.15396961,22.49375287,22.68186926,22.57537376,21.49157658,20.52488263,21.50845325,20.82608603,20.33078434,20.44064954,19.90480519,19.54681143,19.64949675
Jordan,0.077,0.092,0.105,0.112,0.116,0.12,0.130262149,0.139650533,0.130626388,0.134654005,0.143644503,0.136109388,0.160735845,0.159281964,0.182779082,0.19078321,0.205425266,0.199136413,0.212968386,0.215530069,0.225822943,0.217304555,0.228290995,0.249136607,0.270674252,0.29319332,0.304147303,0.292205228,0.281141122,0.292599899,0.305164067,0.31948545,0.337729939,0.337941237,0.351985182,0.371832676,0.395279626
Kazakhstan,--,--,--,--,--,--,--,--,--,--,--,--,4.04297063,3.534392625,3.373807565,2.785663259,2.674301606,2.33427303,2.268723882,2.093338041,2.173451816,2.189865421,2.322340573,2.272506279,2.609301506,2.592980482,2.720277216,3.220649636,3.672653485,2.985511727,3.187884663,3.484642364,3.438072043,3.462422291,3.289623476,3.251629032,3.471685036
Kenya,0.0990292412,0.101476609,0.101522073,0.0995031776,0.0974624841,0.10277816,0.107430119,0.099217852,0.112840917,0.120746897,0.122187556,0.113912735,0.123201742,0.126480412,0.130381275,0.137673973,0.144419626,0.133855643,0.14781297,0.140369506,0.155762854,0.158617298,0.160583505,0.151952304,0.162982468,0.177566786,0.195027294,0.195676373,0.193186768,0.212299965,0.230334198,0.237179197,0.23389377,0.246111113,0.266124522,0.303196236,0.317118299
Kiribati,0.000672,0.000796,0.000792,0.000794,0.000584,0.000584,0.000437522689,0.000515126252,0.00051628853,0.000515126252,0.000515126252,0.000520709,0.00051628853,0.000515126252,0.000515126252,0.000515126252,0.00051628853,0.000515126252,0.000515126252,0.0005151512,0.000992451134,0.000846845314,0.0012411503,0.00129036593,0.00138210165,0.00180703321,0.0010105717,0.00183525537,0.00105514334,0.00179352032,0.00178423926,0.00164720309,0.00162626242,0.00164503192,0.00164933643,0.00176401143,0.00169600089
"Korea, North",0.982380767,1.022084831,1.067347302,1.115894887,1.146889358,0.976602534,0.984391528,0.970289105,1.138163518,0.944029453,0.962227253,0.958855035,0.807120007,0.884910891,0.86679008,1.015747397,0.97510398,0.940938758,0.834428087,1.067010574,0.946228014,0.922119269,0.900814658,0.897958977,0.934102977,0.916521819,0.869785318,0.796687847,0.859680881,0.724009977,0.692208545,0.516540747,0.527558716,0.406386793,0.434562987,0.334910128,0.383363818
"Korea, South",1.937220393,2.009565254,2.01941542,2.192814784,2.334171105,2.495931997,2.726357799,3.002182545,3.34145473,3.604932728,4.048777551,4.513315654,5.040326203,5.498392372,5.889741639,6.430901631,6.964548216,7.509935901,6.930281517,7.608273903,8.056698692,8.238371824,8.568981407,8.875912648,9.103982818,9.523354561,9.730082835,10.14571122,10.29257597,10.39249986,11.23486836,11.69082665,11.89381558,11.95271955,12.08187602,12.39378517,12.96115765
Kosovo,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0844781925,0.0943258779,0.0974254971,0.0982151166,0.0897018244,0.0909249537,0.0841094084,0.0947942382,0.099549214
